,ABVP_FT,ABVP_PT,ABVT_FT,ABVT_PT,ACLAM_FT,ACLAM_PT,ACPV_FT,ACPV_PT,ACT_FT,ACT_PT,ACVAA_FT,ACVAA_PT,ACVB_FT,ACVB_PT,ACVCP_FT,ACVCP_PT,ACVD_FT,ACVD_PT,ACVECC_FT,ACVECC_PT,ACVIM_CARD_FT,ACVIM_CARD_PT,ACVIM_INTMET_FT,ACVIM_INTMET_PT,ACVIM_LA_FT,ACVIM_LA_PT,ACVIM_NEUR_FT,ACVIM_NEUR_PT,ACVIM_ONC_FT,ACVIM_ONC_PT,ACVM_FT,ACVM_PT,ACVN_FT,ACVN_PT,ACVO_FT,ACVO_PT,ACVPM_FT,ACVPM_PT,ACVP_FT,ACVP_PT,ACVR_FT,ACVR_ONC_FT,ACVR_ONC_PT,ACVR_PT,ACVSMR_FT,ACVSMR_PT,ACVS_FT,ACVS_PT,ACZM_FT,ACZM_PT,AVDC_FT,AVDC_PT,address,arthroscopy,avg_daily_ER_cases,avg_daily_cases,avg_daily_inpatient_cases,avg_daily_outpatient_cases,avg_daily_surgeries,avg_num_interns_completed_past_5_years,avg_num_interns_started_past_5_years,basic_clinical_laboratory_equipment,blood_gas_analysis,blood_pressure_monitoring,bone_plating_equipment,complex_cases,computer_with_internet,contact,contact_email,ct_scan,current_medical_textbooks,daily_patient_rounds,daytime_primary_emergency,diagnostic_laboratory,digital_radiography,direct_supervision_percentage,echocardiography,elective_time,electrocardiography,endoscopy,faculty_support,fax,financial_support_for_meeting,first_opinion,first_opinion_clinics,formal_orientation_required,icu,laparoscopy,mri,name,nuclear_medicine,num_interns_accepted_residency_past_5_years,num_interns_applied_residency_past_5_years,number_of_positions,orientation_manual,overnight_primary_emergency,phone,physical_therapy_equipment,presentation,primary_surgeon,professional_meeting_opportunity,program_categories,program_details_url,publication_requirement,resident_support,salary,satellite_clinic,search_engines,tech_assigned_to_ER,tech_assigned_to_ICU,tech_direct_support,total_annual_cases,ultrasound,vet_mentor,weekly_teaching_rounds,written_evals
30,,,,,,,,,,,,,,,,,1,,1,,1,,4,,,,1,,1,,,,,,,,,,,,,,,,,,4,,,,,,"11950 West 110th Street, Overland Park, Kansas 66210, United States",Yes,40,20-50,7-20,20-30,3-9,2,2,Yes,No,Yes,Yes,Yes,Yes," Heather Towle Millard, DVM, MS, DACVS ",heather.millard@bluepearlvet.com,Yes,Yes,Yes,4,Yes,Yes,95,Yes,35,Yes,Yes,34,913-381-0421,Yes,Yes,0,Yes,Yes,Yes,No,BluePearl Veterinary Partners-Kansas City,No,1,1,3,Yes,54,913-642-9563,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9738,No,0,30500.0,7,Yes,7,4,43,25880,Yes,Yes,Yes,Yes
31,,,,,,,,,,,,,,,,,3,,2,,1,,3,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,"BluePearl Veterinary Partners Greenbrier, 1100 Eden Way N., Suite 101B, Chesapeake, Virginia 23320, United States",Yes,39,40 - 42,26,39,10 - 15,4,4,Yes,Yes,Yes,Yes,Yes,Yes," William G. Brewer, Jr., DVM ",william.brewer@bluepearlvet.com,Yes,Yes,Yes,50,Yes,Yes,95,Yes,5,Yes,Yes,30,757-366-9582,No,Yes,40,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners Virginia/Greenbrier Veterinary Referral Center,Yes,7,10,6,Yes,5,757-366-9000,Yes,Yes,No,Yes,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY']",https://www.virmp.org/Program/Detail/9804,No,0,32500.0,0,Yes,2,2,25,15500,Yes,Yes,Yes,Yes
32,,1,,,,,,,,,1,,,,,,1,,3,,,,3,,,,1,,1,,,,,,1,,,,,,,,,,,,3,,,,,,"BluePearl North Houston- Spring, 1646 Spring Cypress Rd., Suite 100, Spring, Texas 77388, United States",Yes,15,55,25,40,6-8,5,5,Yes,Yes,Yes,Yes,Yes,Yes," Lauren Cunningham DVM, DACVIM ",Lauren.cunningham@bluepearlvet.com,Yes,Yes,No,30,Yes,Yes,90,Yes,10,Yes,Yes,15,832-616-5001,No,Yes,0,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners Spring,No,2,5,6,Yes,10,832-616-5000,No,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9751,No,0,31000.0,0,Yes,2,2,12,15000,Yes,Yes,Yes,Yes
33,,1,,,,,,,,,,,,,,,,,3,,,,3,,,,,,2,,,,,,2,,,,,,1,,,,,,4,1,,,,,"503 E. Sonterra Blvd., Suite #102, San Antonio, Texas 78258, United States",Yes,8,55,45,25,12,3,3,Yes,Yes,Yes,Yes,Yes,Yes, Bradley Book ,bradbookdvm@yahoo.com,Yes,Yes,Yes,25,Yes,Yes,90,Yes,15,Yes,Yes,20,210-930-8040,Yes,Yes,25,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners San Antonio,No,5,7,3,Yes,25,210-930-8383,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9768,No,1,30500.0,0,Yes,5,5,14,14250,Yes,Yes,Yes,No
34,,,,,,,,,,,,,,,,,1,1,,,2,,3,,,,2,,2,,,,,,,,,,,,,1,,,,,5,,,,,,"Dogwood Veterinary Emergency and Specialty Center, 5918 W Broad Street, Richmond, Virginia 23230, United States",Yes,10-25,30-45,8-15,20-30,8-15,3,3,Yes,Yes,Yes,Yes,Yes,Yes, Anne Abernethy ,Anne.abernethy@bluepearlvet.com,Yes,Yes,No,20,Yes,Yes,100,Yes,10,Yes,Yes,23,804-716-4705,No,Yes,30,Yes,Yes,Yes,Yes,BluePearl Veterinary Partners Richmond,No,2,5,6,Yes,40,804-716-4700,No,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9727,No,2,32500.0,0,Yes,2,2,24,10-15000,Yes,Yes,Yes,Yes
35,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,3,,,,,,"1401 West Memorial Rd, Oklahoma City, Oklahoma 73114, United States",Yes,25,40-65,10-30,20-40,4-9,0,0,Yes,Yes,Yes,Yes,Yes,Yes," Tiffany Granone, DVM ",tiffany.granone@bluepearlvet.com,Yes,Yes,Yes,17,No,Yes,95,Yes,12,Yes,Yes,17,405-749-6989,No,Yes,34,Yes,Yes,No,Yes,BluePearl Veterinary Partners Oklahoma,No,,,5,Yes,17,405-749-6989,No,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9766,No,0,30500.0,0,Yes,4,2,19,19500,Yes,Yes,Yes,Yes
36,,2,,,,,,,2,,4,,,,4,,2,,3,,3,,5,,,,3,,4,,,,1,,2,,,,4,,2,1,,,1,,6,,2,,2,,"College of Veterinary Medicine, C2 209 Veterinary Medical Center, Ithaca, New York 14853-6401, United States",Yes,11,52,23,26,9,6,6,Yes,Yes,Yes,Yes,No,Yes, Dr. Margret S. Thompson ,rca7@cornell.edu,Yes,Yes,Yes,20,Yes,Yes,90,Yes,20,Yes,Yes,40,607-253-3282,Yes,Yes,0,Yes,Yes,Yes,Yes,Cornell University,Yes,21,25,7,Yes,20,607-253-3157,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9858,No,27,34600.0,0,Yes,1,3,6,19000,Yes,Yes,Yes,Yes
37,,,,,,,,,,,,,,3,,,,1,1,,,1,2,,,,1,,1,,,,,,,1,,,,,,,,5,1,,2,,,,,1,"2160 N. University Drive, Coral Springs, Florida 33071, United States",Yes,       28,       163,         25,       130,         12,6,6,Yes,Yes,Yes,Yes,Yes,Yes," Lloyd S. Meisels, D.V.M.  ",SCavrudatz@coralspringsanimalhosp.com,Yes,Yes,Yes,15,Yes,Yes,85,Yes,20,Yes,Yes,30,954-905-3400,Yes,Yes,8,Yes,Yes,Yes,Yes,CORAL SPRINGS ANIMAL HOSPITAL,No,11,13,7,Yes,12,954-343-7525,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9880,No,0,33000.0,0,Yes,4,4,58,59720,Yes,Yes,Yes,Yes
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3580 Willow Lane, Thousand Oaks, California 91361, United States",No,15,150,10,145,8,3,3,Yes,Yes,Yes,No,No,Yes, Jason Sweitzer ,jsweitzer@conejovet.com,No,Yes,No,33,Yes,Yes,75,Yes,0,Yes,Yes,20,805-497-7191,No,Yes,34,Yes,Yes,No,No,Conejo Valley Veterinary Hospital,No,0,0,4,No,33,805-495-4671,No,Yes,Yes,Yes,"['AVIAN', 'EMERGENCY MEDICINE/CRITICAL CARE', 'EXOTIC/WILDLIFE/ZOO', 'SMALL ANIMAL MEDICINE/SURGERY', 'COMMUNITY PRACTICE']",https://www.virmp.org/Program/Detail/9708,No,0,45000.0,0,Yes,1,1,8,50000,Yes,Yes,No,Yes
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4205 Evergreen Lane, Annandale, Virginia 22003, United States",No,11,12,10,10,2,3,3,Yes,Yes,Yes,No,No,Yes, Reed Hall ,colpikeintern@gmail.com,No,Yes,No,50,Yes,Yes,66,Yes,4,Yes,Yes,12,703-750-7854,Yes,Yes,100,Yes,Yes,No,No,Columbia Pike Animal Hospital,No,0,1,3,Yes,50,703-256-8414,No,No,Yes,Yes,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY', 'COMMUNITY PRACTICE']",https://www.virmp.org/Program/Detail/9680,No,0,40000.0,0,Yes,1,0,5,3000,Yes,Yes,No,Yes
40,,2,,,,,,,3,,5,,,,,,1,,3,2,1,,6,,10,,1,,4,,,,,,2,,1,,2,,4,2,,,,,20,,,,1,,"300 West Drake, Fort Collins, Colorado 80523-1620, United States",Yes,14,13,4,9,6,6,6,Yes,Yes,Yes,Yes,Yes,Yes, Kathie Sexton ,kathie.sexton@colostate.edu,Yes,Yes,Yes,16,Yes,Yes,80,Yes,7,Yes,Yes,2,970-297-4100,No,Yes,4,Yes,Yes,Yes,Yes,Colorado State University Veterinary Teaching Hospital,Yes,,,6,Yes,16,970-297-3732,Yes,Yes,No,No,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10008,No,1,28000.0,0,Yes,2,2,38,4839,Yes,Yes,Yes,Yes
41,,,,,,,,,,,,,,,,,,,1,,,,3,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,"2700 Lake Vista Drive, Lewisville, Texas 75067, United States",Yes,10,30,18,12,5,2,2,Yes,Yes,Yes,Yes,Yes,Yes, Alison McClune ,amcclune@cvsecvet.com,Yes,Yes,Yes,30,Yes,Yes,85,Yes,4,Yes,Yes,8,972-820-7018,No,Yes,0,Yes,Yes,Yes,Yes,Center for Veterinary Specialty + Emergency Care,Yes,2,3,6,Yes,15,972-820-7099,Yes,Yes,Yes,Yes,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY']",https://www.virmp.org/Program/Detail/10343,No,3,30000.0,12,Yes,3,3,30,10889,Yes,Yes,Yes,Yes
42,,,,,,,,,,,1,,,,,,,,2,,1,1,2,,,,1,,1,1,,,,,1,,,,1,,2,,,2,,,2,,,,1,,"2010 Cabot Blvd W, Suite D, Langhorne, Pennsylvania 19047, United States",Yes,10,50,10,10,1,2,2,Yes,Yes,Yes,Yes,Yes,Yes," Andrea M Caniglia VMD, DACVAA ",dr.caniglia@hotmail.com,Yes,Yes,Yes,30,Yes,Yes,90,Yes,20,Yes,Yes,2,215-750-3623,Yes,Yes,0,Yes,Yes,Yes,Yes,Center for Animal Referral and Emergency Services,No,3,3,4,Yes,10,215-750-2770,No,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10016,No,0,32000.0,0,No,4,4,2,25000,Yes,Yes,Yes,Yes
43,,,,,,,,,,,,,,1,,,,,,,,,2,,,,2,,,1,,,,,,1,,,,,,,,1,,,1,2,,,,,"1600 Hanes Mall Blvd, Winston Salem, North Carolina 27103, United States",Yes,40,50,20,30,6,3,3,Yes,Yes,Yes,Yes,Yes,Yes," Danielle Coulon, Hospital Manager ",dcoulon@carolinavet.com,Yes,Yes,Yes,10,Yes,Yes,95,Yes,10,Yes,Yes,21,336-896-1969,Yes,Yes,0,Yes,Yes,Yes,Yes,Carolina Veterinary Specialists- Winston Salem ,No,0,0,4,Yes,10,336-896-0902,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10373,No,0,30000.0,0,Yes,1,1,6,45000,Yes,Yes,Yes,Yes
44,,1,,,,,,,,,,,,,,,,,,,1,,4,,,,2,,3,,,,,,2,,,,,,,1,,,,,6,,,,,,"4099 Campus Ridge Rd., Matthews, North Carolina 28104, United States",Yes,30-40,80-100,50-60,40-50,15-20,11,11,Yes,Yes,Yes,Yes,Yes,Yes," Kimber Blazek, Hospital Manager ",KBlazek@carolinavet.com,Yes,Yes,Yes,40,Yes,Yes,90,Yes,12,Yes,Yes,38,704-815-3940,Yes,Yes,0,Yes,Yes,Yes,Yes,Carolina Veterinary Specialists,No,8,10,12,Yes,10,704-815-3939,No,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10364,No,2,30000.0,0,Yes,4,2,35,60000,Yes,No,Yes,Yes
45,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,2,,,,1,,,,1,,,2,,,,,,"1615 Mahan Center Blvd, Tallahassee, Florida 32308, United States",Yes,5,40,10,30,8,1,1,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Carl Jehn ,ctjehn@gmail.com,Yes,Yes,Yes,10,Yes,Yes,80,Yes,10,Yes,Yes,6,850-597-9853,Yes,Yes,2,No,Yes,Yes,Yes,Capital Veterinary Specialists - Tallahassee,No,0,0,3,Yes,0,850-597-9764,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9826,No,0,28500.0,0,Yes,3,3,8,10000,Yes,Yes,Yes,Yes
46,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"3135 Victory Blvd, Staten Island, New York 10314, United States",Yes,15,20-25,7,15,1-3,0,0,Yes,Yes,Yes,Yes,Yes,Yes, Susan Meeking DVM DACVIM DACVECC ,susan.meeking@gsvs.org,Yes,Yes,Yes,50,Yes,Yes,95,Yes,8,Yes,Yes,9,917-830-1390,No,Yes,0,Yes,No,Yes,Yes,Greater Staten Island Veterinary Services,Yes,,,2,Yes,10,917-830-1380,No,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10332,No,0,42000.0,20,Yes,1,1,3,8000,Yes,Yes,Yes,Yes
47,,1,,,,,,,1,,3,,,,,,1,,2,,1,,7,,,,3,,4,,,,,,2,,,,,,2,,,,,,6,1,2,1,,,"College of Veterinary Medicine, 2200 College Station Rd, Athens, Georgia 30602, United States",Yes,8,82,67,46,24,7,7,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Gary Baxter ,bhogan76@uga.edu,Yes,Yes,Yes,0,Yes,Yes,80,Yes,12,Yes,Yes,35,706-357-0107,Yes,Yes,18,Yes,Yes,Yes,Yes,University of Georgia,Yes,,,7,Yes,14,706-583-0681,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9926,No,22,28588.0,0,Yes,4,4,65,22068,Yes,Yes,Yes,Yes
48,,,,,,,,,,,,,,,,,,1,2,,,3,6,,,,1,1,1,1,,,,,1,1,,,,,,,1,1,,,4,,,,,,"One Pine Street, Tinton Falls, New Jersey 07753, United States",Yes,30-34,181,73,145,14,10,10,Yes,Yes,Yes,Yes,Yes,Yes," Katharine Palmer, DVM, DACVIM, DACVECC ",info@gsvs.org,Yes,Yes,Yes,22,Yes,Yes,90,Yes,10,Yes,Yes,23,732-922-7720,No,Yes,20,Yes,Yes,Yes,Yes,Garden State Veterinary Specialists,Yes,9,19,8,Yes,15,732-922-0011,No,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10341,No,2,42000.0,5,Yes,3,1,40,60000,Yes,Yes,Yes,Yes
49,,1,,,,,,,,,1,,,,,,2,,2,,1,,4,,,,1,,1,,,,,,,,,,1,,2,,,,1,,2,,,1,,,"4105 Brandywine Street NW, Washington, District Of Columbia 20016, United States",Yes,38,167,17,140,10,10,10,Yes,Yes,Yes,Yes,Yes,Yes," Janine Calabro, DVM, DACVECC  ",internship@friendshiphospital.com,Yes,Yes,Yes,17,Yes,Yes,95,Yes,4,Yes,Yes,45,202-363-7126,No,Yes,0,Yes,Yes,Yes,Yes,Friendship Hospital for Animals,No,13,18,13,Yes,17,202-363-7300,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9664,No,0,35000.0,0,Yes,2,1,26,61011,Yes,Yes,Yes,Yes
50,1,,,,,,,,,,,,,,,,,1,,,,2,1,,,,,1,1,,,,,,,1,,,,,1,,1,,,,1,1,,,,,"9220 Estero Park Commons Blvd, Suite 7, Estero, Florida 33928, United States",Yes,15,30,10,20,3-5,2,2,Yes,Yes,Yes,Yes,No,Yes, Joshua L. Parra DVM ,jparra@flvrc.com,Yes,Yes,Yes,20,Yes,Yes,80,Yes,14,Yes,Yes,8,239-992-0884,Yes,Yes,46,Yes,Yes,Yes,Yes,Florida Veterinary Referral Center & 24-Hour Emergency and Critical Care,Yes,1,1,5,Yes,20,239-992-8878,Yes,Yes,No,Yes,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY', 'SMALL ANIMAL MEDICINE/SURGERY (MINORITY)', 'SMALL ANIMAL SURGERY', 'SMALL ANIMAL INTERNAL MEDICINE']",https://www.virmp.org/Program/Detail/9949,No,1,32000.0,0,Yes,4,4,10,20000,Yes,Yes,Yes,Yes
51,,,,,,,,,1,,4,,,,3,,2,,5,1,1,1,4,1,,,1,,3,,1,,2,,3,,,,3,,4,1,,,,,7,,3,,,,"2015 SW 16th Ave, P.O. Box 100125, Gainesville, Florida 32610, United States",Yes,36,106,35,68,8,5,5,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Gareth Buckley ,buckleyg@ufl.edu,Yes,Yes,Yes,20,Yes,Yes,85,Yes,10,Yes,Yes,50,(352) 846-0600,No,Yes,5,Yes,Yes,Yes,Yes,University of Florida Veterinary Hospitals,Yes,15,15,8,Yes,15,(352) 294-4285,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10203,Yes,40,30500.0,0,Yes,3,3,60,28618,Yes,Yes,Yes,Yes
52,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,"8503 Broadway, Suite #105, San Antonio, Texas 78217, United States",No,10,10,4,4,1,2,2,Yes,Yes,Yes,No,Yes,Yes, Tracy Gati ,tracygati@yahoo.com,No,Yes,Yes,85,Yes,Yes,90,Yes,0,Yes,Yes,7,210-822-3036,No,Yes,95,No,Yes,No,No,Emergency Pet Clinic,No,0,0,2,Yes,15,210-822-2873,No,Yes,Yes,No,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY']",https://www.virmp.org/Program/Detail/9660,No,0,35000.0,15,Yes,3,2,6,3000,Yes,Yes,Yes,No
53,,,,,,,,,,,,,,,,,,,1,,,,2,,,,1,,1,,,,,,,,,,,,1,,,,,,2,,,,,,"6700 Laurel Bowie Road, Bowie, Maryland 20715, United States",Yes,10-20,30,10-15,15-20,3-5,4,4,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Kathryn Bonistalli ,internship@dcvetreferral.com,Yes,Yes,Yes,25,Yes,Yes,,Yes,4,Yes,Yes,12,301-809-0900,No,Yes,50,Yes,Yes,Yes,Yes,Dogs and Cats Veterinary Referral,No,1,4,4,Yes,25,301-809-8800,No,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10108,No,0,33500.0,0,Yes,3,4,10,10000,Yes,Yes,Yes,Yes
54,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"6550 Hampton Roads Pkwy, Ste 113, Suffolk, Virginia 23435, United States",Yes,15,30,15,15,3-5,0,0,Yes,Yes,Yes,Yes,Yes,Yes," Danielle T. Russ, LVT, BS, BA, AS ",druss@thecovevets.com,No,Yes,Yes,50,Yes,Yes,80,Yes,10,Yes,Yes,5,757-935-9110,Yes,Yes,15,Yes,Yes,Yes,No,The COVE - Center of Veterinary Expertise,No,0,0,4,No,25,757-935-9111,No,Yes,No,Yes,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY', 'SMALL ANIMAL SURGERY', 'CARDIOLOGY', 'SMALL ANIMAL INTERNAL MEDICINE']",https://www.virmp.org/Program/Detail/9974,No,0,40000.0,0,Yes,1,1,17,12000,Yes,Yes,Yes,Yes
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9410 Stirling Road, Cooper City , Florida 33024, United States",,,,,,,,,,,,,Error,Error,,,,Error,Error,,,,,,,,,,954-437-7207,Error,Error,,Error,Error,,,LeadER Animal Specialty Hospital ,,,,6,Error,,954-437-9630,,Error,Error,Error,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY', 'ONCOLOGY', 'CARDIOLOGY', 'SMALL ANIMAL INTERNAL MEDICINE', 'DERMATOLOGY', 'ANESTHESIOLOGY']",https://www.virmp.org/Program/Detail/10264,Error,,,,Error,,,,,,Error,Error,Error
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3217 NW 10th Terrace, Suite 302, Fort Lauderdale, Florida 33309, United States",,,,,,,,,,,,,Error,Error,,,,Error,Error,,,,,,,,,,954-641-1128,Error,Error,,Error,Error,,,Lauderdale Veterinary Specialists,,,,3,Error,,954-641-1100,,Error,Error,Error,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9641,Error,,,,Error,,,,,,Error,Error,Error
57,,,,,,,,,,,,,,,,,,1,3,,,,1,2,,,1,,1,1,,,,,,1,,,,,,,,1,,,5,,,,,2,"2100 West Silver Spring Drive, Glendale, Wisconsin 53209, United States",Yes,15-30,29,5-15,10-30,1,0,1,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Elke Rudloff ,erudloff@lakeshorevetspecialists.com,Yes,Yes,Yes,25,Yes,Yes,90,Yes,50,Yes,Yes,3,414-755-7388,Yes,Yes,0,Yes,Yes,Yes,Yes,Lakeshore Veterinary Specialists,No,0,0,6,Yes,25,414-540-6710,Yes,Yes,Yes,Yes,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY', 'SMALL ANIMAL SURGERY', 'ONCOLOGY', 'NEUROLOGY', 'SMALL ANIMAL INTERNAL MEDICINE', 'DERMATOLOGY', 'SPORTS MEDICINE AND REHABILITATION']",https://www.virmp.org/Program/Detail/10357,No,5,31000.0,0,Yes,1,0,8,10747,Yes,Yes,Yes,Yes
58,,1,,,,,,,,1,3,1,,,,,,1,1,,1,,4,,,,,,2,,,,,,2,,,,,,1,,,,,,4,,1,,,,"A106 Mosier Hall, 1800 Denison Avenue, Manhattan, Kansas 66506-5700, United States",Yes,4-6,45,15,30,7,4,4,Yes,Yes,Yes,Yes,Yes,Yes, Tom Schwartz ,kcarlgre@vet.k-state.edu,Yes,Yes,Yes,5,Yes,Yes,85,Yes,10,Yes,Yes,26,(785) 532-4309,Yes,Yes,0,Yes,Yes,Yes,Yes,Kansas State University,Yes,12,16,6,Yes,17,(785) 532-5708,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9645,No,13,32774.0,0,Yes,1,1,23,12000,Yes,Yes,Yes,Yes
59,,,,,,,,,,,,,,1,,,,,,1,,1,1,2,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,"7660 Amador Valley Boulevard, Dublin, California 94568, United States",Yes,10,15,4,10,2,1,1,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Shannon Brady ,sbrady@ironhorsevetcare.com,Yes,Yes,Yes,25,Yes,Yes,80,Yes,5,Yes,Yes,8,925-556-1299,No,Yes,20,No,Yes,Yes,Yes,IronHorse VetCare Emergency & Specialty Care Center,No,0,0,1,Yes,25,925-556-1234,No,Yes,Yes,No,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY', 'SMALL ANIMAL SURGERY', 'SMALL ANIMAL INTERNAL MEDICINE']",https://www.virmp.org/Program/Detail/10267,No,0,45760.0,0,Yes,2,1,5,5500,Yes,Yes,No,Yes
60,,1,,,,,,,2,,3,,,,3,2,1,,2,,2,,8,,3,,1,,2,,,,,,2,,,,,,2,,,,,,5,,,,1,,"1809 S Riverside Drive, 2540D Lloyd, Ames, Iowa 50010, United States",Yes,8,18,6,12,4,6,6,Yes,Yes,Yes,Yes,Yes,Yes, Melissa Tritsch ,,Yes,Yes,Yes,33,Yes,Yes,83,Yes,11,Yes,Yes,3,515-294-9281,No,Yes,4,Yes,Yes,Yes,Yes,Iowa State University,Yes,,,6,Yes,17,515-294-2082,Yes,Yes,Yes,No,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9624,No,1,26000.0,0,Yes,1,1,8,20976,Yes,Yes,Yes,Yes
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,"10 W. 7th St., Upland, California 91786, United States",Yes,15-20,40,10,20,3-4,5,5,Yes,Yes,Yes,Yes,Yes,Yes, Jeffrey E Patlogar ,jpatlogardvm@gmail.com,Yes,Yes,Yes,50,Yes,Yes,100,Yes,10,Yes,Yes,7,909-931-5383,Yes,Yes,90,Yes,Yes,Yes,Yes,Inland Valley Veterinary Specialists,Yes,2,3,7,Yes,25,909-931-7871,No,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10432,No,0,47000.0,0,Yes,15,10,20,15000,Yes,Yes,Yes,Yes
62,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"5425 Victory Drive, Indianapolis, Indiana 46203, United States",Yes,15,15-25,10-15,10-15,3-5,3,3,Yes,Yes,Yes,Yes,Yes,Yes, Julie Trzil ,jtrzil@indyvet.com,Yes,Yes,Yes,38,Yes,Yes,60,Yes,4,Yes,Yes,9,317-786-4484,Yes,Yes,25,Yes,Yes,Yes,No,IndyVet Emergency and Specialty Hospital,Yes,5,9,4,Yes,5,317-782-4484,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10363,No,0,33000.0,0,Yes,4,4,20,8000,Yes,Yes,Yes,Yes
